iter	Passed	Remaining
750	1006	333
751	1007	332
752	1008	330
753	1009	329
754	1010	327
755	1010	326
756	1011	324
757	1012	323
758	1013	321
759	1014	320
760	1015	318
761	1016	317
762	1017	316
763	1018	314
764	1019	313
765	1020	311
766	1021	310
767	1024	309
768	1025	308
769	1026	306
770	1028	305
771	1029	303
772	1030	302
773	1031	301
774	1032	299
775	1032	298
776	1033	296
777	1034	295
778	1035	293
779	1036	292
780	1037	290
781	1038	289
782	1039	288
783	1040	286
784	1041	285
785	1042	283
786	1042	282
787	1043	280
788	1044	279
789	1045	277
790	1046	276
791	1047	275
792	1048	273
793	1049	272
794	1050	270
795	1051	269
796	1052	268
797	1053	266
798	1054	265
799	1055	263
800	1056	262
801	1057	261
802	1058	259
803	1059	258
804	1061	257
805	1062	255
806	1063	254
807	1064	252
808	1065	251
809	1066	250
810	1067	248
811	1067	247
812	1068	245
813	1069	244
814	1070	243
815	1071	241
816	1072	240
817	1073	238
818	1074	237
819	1075	236
820	1076	234
821	1077	233
822	1078	231
823	1079	230
824	1080	229
825	1081	227
826	1082	226
827	1083	224
828	1084	223
829	1084	222
830	1085	220
831	1086	219
832	1087	218
833	1088	216
834	1089	215
835	1090	213
836	1091	212
837	1092	211
838	1093	209
839	1094	208
840	1095	207
841	1095	205
842	1096	204
843	1097	202
844	1098	201
845	1099	200
846	1100	198
847	1101	197
848	1102	196
849	1103	194
850	1104	193
851	1105	191
852	1106	190
853	1106	189
854	1107	187
855	1108	186
856	1109	185
857	1110	183
858	1111	182
859	1112	181
860	1113	179
861	1113	178
862	1114	176
863	1115	175
864	1116	174
865	1117	172
866	1118	171
867	1119	170
868	1120	168
869	1121	167
870	1122	166
871	1123	164
872	1124	163
873	1125	162
874	1126	160
875	1127	159
876	1127	158
877	1128	156
878	1129	155
879	1130	154
880	1131	152
881	1132	151
882	1133	150
883	1134	148
884	1135	147
885	1136	146
886	1137	144
887	1138	143
888	1138	142
889	1139	140
890	1140	139
891	1141	138
892	1142	136
893	1143	135
894	1144	134
895	1145	132
896	1145	131
897	1147	130
898	1148	128
899	1149	127
900	1150	126
901	1151	125
902	1152	123
903	1153	122
904	1154	121
905	1154	119
906	1155	118
907	1156	117
908	1157	115
909	1158	114
910	1159	113
911	1160	111
912	1161	110
913	1162	109
914	1163	108
915	1164	106
916	1165	105
917	1166	104
918	1167	102
919	1168	101
920	1169	100
921	1170	98
922	1171	97
923	1171	96
924	1172	95
925	1173	93
926	1174	92
927	1175	91
928	1176	89
929	1177	88
930	1178	87
931	1179	86
932	1180	84
933	1181	83
934	1181	82
935	1182	80
936	1183	79
937	1184	78
938	1185	76
939	1186	75
940	1186	74
941	1187	73
942	1188	71
943	1189	70
944	1190	69
945	1191	67
946	1192	66
947	1193	65
948	1194	64
949	1194	62
950	1195	61
951	1196	60
952	1197	59
953	1198	57
954	1199	56
955	1200	55
956	1201	53
957	1202	52
958	1202	51
959	1203	50
960	1204	48
961	1205	47
962	1206	46
963	1207	45
964	1208	43
965	1209	42
966	1210	41
967	1211	40
968	1212	38
969	1212	37
970	1213	36
971	1214	34
972	1215	33
973	1216	32
974	1217	31
975	1218	29
976	1219	28
977	1220	27
978	1221	26
979	1222	24
980	1223	23
981	1224	22
982	1225	21
983	1226	19
984	1226	18
985	1227	17
986	1228	16
987	1229	14
988	1230	13
989	1231	12
990	1232	11
991	1233	9
992	1234	8
993	1234	7
994	1235	6
995	1236	4
996	1237	3
997	1238	2
998	1239	1
999	1240	0
